ActionPerformed,ConnectionClassification,Priority,Date-Time,SourceIP,SourcePort,DestinationIP,DestinationPort,TimeToLive,TypeOfService,DataGramLength,AllFlags,Seq,Ack,Win,TCP_length,TCP_Options,NOP_NOP_TS,MSS,NOP_WS
 Data sent on stream not accepting data  ,0,3,1573249732,10.1.10.10,25,7.204.241.161,52809,125,0x0 ,116,***AP**F ,0x4CA4E315 ,0xA062686E ,0xFFFF ,32.0,3.0,112011281293668,0,0
 Data sent on stream not accepting data  ,0,3,1573249748,10.1.10.10,25,7.204.241.161,52809,125,0x0 ,116,***AP**F ,0x4CA4E315 ,0xA062686E ,0xFFFF ,32.0,3.0,112012881293668,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250036,7.204.241.161,49644,10.1.10.10,25,64,0x0 ,40,*****R** ,0xE4ACCD26 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F0C80 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F1590 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F1EA0 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F27B0 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F39D0 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250041,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,3520,***AP*** ,0xE00F42E0 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F5078 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F6298 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F6BA8 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F86D8 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00F98F8 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FA208 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FBD38 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FC648 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FCF58 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FD868 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250042,10.1.10.10,25,7.204.241.161,49644,125,0x0 ,116,***AP**F ,0xF8F144E5 ,0xE4ACCD27 ,0xFFFF ,32.0,3.0,112042431327196,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,3520,***AP*** ,0xE00FE178 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FEF10 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 SHELLCODE x86 inc ecx NOOP  ,1,1,1573250042,10.1.10.10,53172,7.204.241.161,25,240,0x10 ,2360,***AP*** ,0xE00FF820 ,0x4D461849 ,0xFDC0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250051,10.1.10.10,25,7.204.241.161,49644,125,0x0 ,116,***AP**F ,0xF8F144E5 ,0xE4ACCD27 ,0xFFFF ,32.0,3.0,112043271327196,0,0
 Data sent on stream not accepting data  ,0,3,1573250059,10.1.10.10,25,7.204.241.161,49644,125,0x0 ,116,***AP**F ,0xF8F144E5 ,0xE4ACCD27 ,0xFFFF ,32.0,3.0,112044111327196,0,0
 Data sent on stream not accepting data  ,0,3,1573250067,10.1.10.10,25,7.204.241.161,49644,125,0x0 ,116,***AP**F ,0xF8F144E5 ,0xE4ACCD27 ,0xFFFF ,32.0,3.0,112044961327196,0,0
 Data sent on stream not accepting data  ,0,3,1573250084,10.1.10.10,25,7.204.241.161,49644,125,0x0 ,116,***AP**F ,0xF8F144E5 ,0xE4ACCD27 ,0xFFFF ,32.0,3.0,112046641327196,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250271,7.204.241.161,49472,10.1.10.10,25,64,0x0 ,40,*****R** ,0x16FBE826 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250278,10.1.10.10,25,7.204.241.161,49472,125,0x0 ,116,***AP**F ,0xF53C23C1 ,0x16FBE827 ,0xFE12 ,32.0,3.0,112066081350899,0,0
 Data sent on stream not accepting data  ,0,3,1573250286,10.1.10.10,25,7.204.241.161,49472,125,0x0 ,116,***AP**F ,0xF53C23C1 ,0x16FBE827 ,0xFE12 ,32.0,3.0,112066881350899,0,0
 Data sent on stream not accepting data  ,0,3,1573250294,10.1.10.10,25,7.204.241.161,49472,125,0x0 ,116,***AP**F ,0xF53C23C1 ,0x16FBE827 ,0xFE12 ,32.0,3.0,112067681350899,0,0
 Data sent on stream not accepting data  ,0,3,1573250301,10.1.10.10,25,7.204.241.161,49472,125,0x0 ,116,***AP**F ,0xF53C23C1 ,0x16FBE827 ,0xFE12 ,32.0,3.0,112068481350899,0,0
 Data sent on stream not accepting data  ,0,3,1573250317,10.1.10.10,25,7.204.241.161,49472,125,0x0 ,116,***AP**F ,0xF53C23C1 ,0x16FBE827 ,0xFE12 ,32.0,3.0,112070081350899,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250382,154.241.88.201,80,3.75.190.181,64012,63,0x0 ,455,***AP*** ,0x8111C3C0 ,0x49EF9E48 ,0x5B ,32.0,3.0,8126699181471434,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250523,10.1.60.253,64058,154.241.88.201,443,63,0x0 ,40,***A**** ,0xED9BF8F3 ,0x46B49A7 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250667,7.204.241.161,993,31.154.241.3,56732,63,0x0 ,77,***AP*** ,0xAB4738D7 ,0x320136D2 ,0x2014 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250667,7.204.241.161,993,31.154.241.3,56725,63,0x0 ,77,***AP*** ,0xAAAD5DB8 ,0x12C515EC ,0x2014 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250696,7.204.241.161,57720,10.1.10.10,25,64,0x0 ,40,*****R** ,0x9D9E8CE7 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573250702,10.1.10.10,25,7.204.241.161,57720,125,0x0 ,116,***AP**F ,0x6B691847 ,0x9D9E8CE8 ,0xFC13 ,32.0,3.0,112108731393579,0,0
 Data sent on stream not accepting data  ,0,3,1573250710,10.1.10.10,25,7.204.241.161,57720,125,0x0 ,116,***AP**F ,0x6B691847 ,0x9D9E8CE8 ,0xFFFF ,32.0,3.0,112109491393579,0,0
 Data sent on stream not accepting data  ,0,3,1573250717,10.1.10.10,25,7.204.241.161,57720,125,0x0 ,116,***AP**F ,0x6B691847 ,0x9D9E8CE8 ,0xFFFF ,32.0,3.0,112110251393579,0,0
 Data sent on stream not accepting data  ,0,3,1573250725,10.1.10.10,25,7.204.241.161,57720,125,0x0 ,116,***AP**F ,0x6B691847 ,0x9D9E8CE8 ,0xFFFF ,32.0,3.0,112111021393579,0,0
 Data sent on stream not accepting data  ,0,3,1573250740,10.1.10.10,25,7.204.241.161,57720,125,0x0 ,116,***AP**F ,0x6B691847 ,0x9D9E8CE8 ,0xFFFF ,32.0,3.0,112112551393579,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250845,10.2.192.249,34440,154.241.88.201,443,61,0x0 ,40,*****R** ,0x513DB79D ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250848,10.2.192.249,34442,154.241.88.201,443,61,0x0 ,40,*****R** ,0x53271463 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573250848,10.2.192.249,34442,154.241.88.201,443,61,0x0 ,40,*****R** ,0x53271463 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251016,10.2.197.240,37021,154.241.88.201,443,61,0x0 ,40,*****R** ,0x702940C0 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,60,******S* ,0x71C3AA5A ,0x0 ,0xFFFF ,40.0,5.0,0,1460,3
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,60,***A**S* ,0x3FDE8D2E ,0x71C3AA5B ,0x16A0 ,40.0,5.0,0,1460,6
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,52,***A**** ,0x71C3AA5B ,0x3FDE8D2F ,0x2086 ,32.0,3.0,6351484082292136,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,188,***AP*** ,0x71C3AA5B ,0x3FDE8D2F ,0x2086 ,32.0,3.0,6351484382292136,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,52,***A**** ,0x3FDE8D2F ,0x71C3AAE3 ,0x6C ,32.0,3.0,8229214163514843,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,149,***AP*** ,0x3FDE92D7 ,0x71C3AAE3 ,0x6C ,32.0,3.0,8229214563514843,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,52,***A**** ,0x71C3AAE3 ,0x3FDE9338 ,0x1FC5 ,32.0,3.0,6351485682292145,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,250,***AP*** ,0x71C3AAE3 ,0x3FDE9338 ,0x2086 ,32.0,3.0,6351486582292145,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,111,***AP*** ,0x3FDE9338 ,0x71C3ABA9 ,0x7C ,32.0,3.0,8229217363514865,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,238,***AP*** ,0x71C3ABA9 ,0x3FDE9373 ,0x2086 ,32.0,3.0,6351488082292173,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,1373,***AP*** ,0x3FDE9373 ,0x71C3AC63 ,0x8D ,32.0,3.0,8229218163514880,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,89,***AP*** ,0x3FDE989C ,0x71C3AC63 ,0x8D ,32.0,3.0,8229218163514880,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,52,***A***F ,0x3FDE98C1 ,0x71C3AC63 ,0x8D ,32.0,3.0,8229218163514880,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,52,***A**** ,0x71C3AC63 ,0x3FDE98C1 ,0x1FDC ,32.0,3.0,6351488782292181,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,52,***A**** ,0x71C3AC63 ,0x3FDE98C2 ,0x1FF2 ,32.0,3.0,6351488782292181,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,89,***AP*** ,0x71C3AC63 ,0x3FDE98C2 ,0x2086 ,32.0,3.0,6351488882292181,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,10.1.60.203,57844,154.241.88.201,443,63,0x0 ,52,***A***F ,0x71C3AC88 ,0x3FDE98C2 ,0x2086 ,32.0,3.0,6351488882292181,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251402,154.241.88.201,443,10.1.60.203,57844,64,0x0 ,52,***A**** ,0x3FDE98C2 ,0x71C3AC89 ,0x8D ,32.0,3.0,8229218563514888,0,0
 Data sent on stream not accepting data  ,0,3,1573251533,7.204.241.161,993,31.154.241.1,1991,63,0x0 ,77,***AP*** ,0x29085FD5 ,0x6DA76159 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573251533,7.204.241.161,993,31.154.241.1,1986,63,0x0 ,77,***AP*** ,0x81973645 ,0x32F87513 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573251557,10.1.50.2,3727,154.241.88.201,443,125,0x0 ,77,***AP*** ,0xD6D4EB4E ,0xCAE2B40E ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573251862,10.2.197.240,55684,154.241.88.201,443,61,0x0 ,40,*****R** ,0x8BCF426A ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573251966,31.154.241.11,1765,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x287B2DE9 ,0x52619E0A ,0xFA76 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573251966,31.154.241.11,1766,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x5336D992 ,0x51CBA767 ,0xFE1B ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573251966,31.154.241.11,1767,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x6F602A40 ,0x51D4CF51 ,0xFE1B ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252217,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252218,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252219,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252222,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252227,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252237,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252257,154.241.88.201,443,10.1.90.5,1369,64,0x0 ,63,***AP**F ,0x3D7ECD4F ,0xC40B6848 ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252320,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252320,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252322,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252324,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252329,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252340,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573252360,154.241.88.201,443,10.1.90.5,1383,64,0x0 ,63,***AP**F ,0x9D150F07 ,0xD958D19A ,0x16D0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573252464,10.2.197.240,57692,154.241.88.201,443,61,0x0 ,40,*****R** ,0xC0D2AB3B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573252465,10.2.197.240,57694,154.241.88.201,443,61,0x0 ,40,*****R** ,0xC239374A ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573252531,154.241.88.201,80,3.75.190.181,57589,63,0x0 ,52,***A**** ,0x64593063 ,0x4EE57138 ,0x5B ,32.0,3.0,8342711383629847,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252861,31.154.241.11,1771,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xB9589BC4 ,0x9A5A4A3F ,0xFFDA ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252862,31.154.241.11,1772,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x5CC0F2C2 ,0x9BCD07ED ,0xFD0E ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252863,31.154.241.11,1773,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x36A3A302 ,0x9BF144FE ,0xFFDA ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252864,31.154.241.11,1774,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x6942619 ,0x9DAA2EFC ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252866,31.154.241.11,1775,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x4639EB0C ,0x9F3846C8 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252866,31.154.241.11,1776,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xA03168C7 ,0x9F15A644 ,0xFFDA ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573252868,31.154.241.11,1777,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x32F801C ,0xA15A755E ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573253330,7.204.241.161,50166,10.1.10.10,25,64,0x0 ,40,*****R** ,0x5700DFDE ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253334,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112373251658295,0,0
 Data sent on stream not accepting data  ,0,3,1573253339,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112373811658295,0,0
 Data sent on stream not accepting data  ,0,3,1573253345,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112374371658295,0,0
 Data sent on stream not accepting data  ,0,3,1573253351,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112374931658295,0,0
 Data sent on stream not accepting data  ,0,3,1573253362,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112376051658295,0,0
 Data sent on stream not accepting data  ,0,3,1573253384,10.1.10.10,25,7.204.241.161,50166,125,0x0 ,116,***AP**F ,0x5DDE1AA4 ,0x5700DFDF ,0xFF09 ,32.0,3.0,112378291658295,0,0
 Data sent on stream after TCP Reset  ,0,3,1573253388,31.154.241.11,1780,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x3024E06 ,0x8890C276 ,0xFA76 ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573253391,31.154.241.11,1781,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xABB20F99 ,0x8B4605C1 ,0xFD0E ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573253397,31.154.241.11,1782,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x33C531ED ,0x90B56DF7 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573253398,31.154.241.11,1783,154.241.88.201,443,127,0x0 ,77,***AP*** ,0x2302570D ,0x92612F63 ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream after TCP Reset  ,0,3,1573253402,31.154.241.11,1784,154.241.88.201,443,127,0x0 ,77,***AP*** ,0xED1E147B ,0x96746590 ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573253415,10.2.197.240,53468,154.241.88.201,443,61,0x0 ,40,*****R** ,0x3F77A1AD ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253654,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253655,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253656,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253659,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253664,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253674,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573253695,154.241.88.201,443,10.1.90.5,1324,64,0x0 ,63,***AP**F ,0x8265AB1B ,0xFB73107B ,0x16D0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254249,10.1.60.253,59041,154.241.88.201,443,63,0x0 ,40,***A**** ,0xD8F72540 ,0xB16E7D83 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573254256,7.204.241.161,993,31.154.241.1,2186,63,0x0 ,77,***AP*** ,0xB8FA92A7 ,0x25E6563F ,0xFFFF ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573254256,7.204.241.161,993,31.154.241.1,2166,63,0x0 ,77,***AP*** ,0xFF2A2C6A ,0xDDD547ED ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254646,10.2.198.249,59966,154.241.88.201,443,61,0x0 ,40,*****R** ,0xD5DBBCF0 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254646,10.2.198.249,59967,154.241.88.201,443,61,0x0 ,40,*****R** ,0xD62F67AD ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254649,10.2.198.249,59968,154.241.88.201,443,61,0x0 ,40,*****R** ,0xD8C50062 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254651,10.2.198.249,59971,154.241.88.201,443,61,0x0 ,40,*****R** ,0xDA4B380A ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254653,10.2.198.249,59972,154.241.88.201,443,61,0x0 ,40,*****R** ,0xDB7A7BE2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254654,10.2.198.249,59974,154.241.88.201,443,61,0x0 ,40,*****R** ,0xDC051BA5 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254658,10.2.198.249,59976,154.241.88.201,443,61,0x0 ,40,*****R** ,0xE05A937F ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573254659,10.2.198.249,59977,154.241.88.201,443,61,0x0 ,40,*****R** ,0xE1AB0249 ,0x0 ,0x0 ,20.0,0.0,0,0,0
